x, y
0.020260374169011473, 0.3761719781253201
0.03868818793481958, 0.35626031381227136
0.07450849098667327, 0.3872810863472575
0.12348258554157263, 0.3726101595287385
0.19138231538913456, 0.32905724111496315
0.052090890201292483, 0.3008234015313518
0.08224877400204075, 0.2999688547450489
0.0408694639003123, 0.38760455885958683
0.13877556664914506, 0.3097357934382168
0.12465980118116324, 0.30168881120053137
0.11248962805726478, 0.29238776948407663
0.08837654815868402, 0.2770795535367894
0.15645304072230296, 0.29836114807929265
0.13699711728146935, 0.2689227354833504
0.15421043891654557, 0.2505958450833181
0.373847132123311, 0.26134889214429596
0.29613166043103184, 0.26169409042237873
0.35963997912866025, 0.36272735008488544
0.38348130138214653, 0.25582209873401224
0.3119116408583532, 0.255033936231956
0.34959216106490215, 0.23104024193122885
0.3358780197272812, 0.22268909897299496
0.3688015786772209, 0.20566092657022525
0.3559027102748833, 0.19271116319417506
0.318573310565536, 0.1996742711181599
0.26477251164156956, 0.19412092399417752
0.2956422561763706, 0.19046978836060946
0.29930497204786494, 0.1725967250674273
0.3042976169258836, 0.1384510632249014
0.28554513694690953, 0.13951683273380738
0.10561872901270833, 0.23359181242027444
0.12521894854828236, 0.2354059138606886
0.11824944717231997, 0.22115984646134845
0.11132203215732353, 0.21228487115105885
0.12674367728270616, 0.20953052684831425
0.13164493463405585, 0.22253822559970704
0.1473118831204972, 0.2241097226558742
0.16729689224204572, 0.23276261236068393
0.16344418651247644, 0.22246339240655622
0.2117280647475341, 0.24077700594973916
0.22952819050122136, 0.237236913118911
0.16387466986178537, 0.18589772165649182
0.1728270400729724, 0.15425172986260047
0.1787323577502242, 0.19676543248116848
0.19675734491821528, 0.20477379113529218
0.21540160282613402, 0.20868684294488812
0.21615795485606507, 0.194492675985959
0.22018862576914752, 0.1770529210208598
0.219661945023345, 0.1511268405550607
0.23587240879997529, 0.12319836867898412
0.2449702775733589, 0.13105343998584726
0.2599626418168888, 0.14761209445094492
0.24750147156859714, 0.20268208268802823
